"agency_type","call_category","address_city","incident_number","jurisdiction","problem","date_response","address_state","address_zip","day_response","month_response","year_response"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011415","San Diego","Emergency Medical Response","2020-01-21 14:27:05","CA","92037","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011417","San Diego","HAZARD","2020-01-21 14:26:49","CA","92121","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011414","San Diego","Emergency Medical Response","2020-01-21 14:25:33","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011412","San Diego","Emergency Medical Response","2020-01-21 14:21:54","CA","92109","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011413","San Diego","Emergency Medical Response","2020-01-21 14:21:06","CA","92136","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011410","San Diego","HAZARD","2020-01-21 14:19:15","CA","92117","21","1","2020"
"Fire","FIRE","SAN DIEGO","FS20011408","San Diego","FIRE","2020-01-21 14:16:44","CA","92109","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011406","San Diego","Emergency Medical Response","2020-01-21 14:12:29","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011405","San Diego","Emergency Medical Response","2020-01-21 14:12:04","CA","92014","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011404","San Diego","Emergency Medical Response","2020-01-21 14:11:09","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011403","San Diego","Emergency Medical Response","2020-01-21 14:09:46","CA","92117","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011402","San Diego","HAZARD","2020-01-21 14:07:50","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011401","San Diego","Emergency Medical Response","2020-01-21 14:04:01","CA","92101","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011400","San Diego","HAZARD","2020-01-21 14:03:12","CA","92110","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011399","San Diego","Urgent Medical Response","2020-01-21 13:58:08","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011398","San Diego","Emergency Medical Response","2020-01-21 13:56:01","CA","92103","21","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20011393","San Diego","RESCUE","2020-01-21 13:53:25","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011392","San Diego","Emergency Medical Response","2020-01-21 13:52:34","CA","92129","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011391","San Diego","Non-Emergency Medical Response","2020-01-21 13:50:27","CA","92116","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011390","San Diego","HAZARD","2020-01-21 13:46:47","CA","92101","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011389","San Diego","Non-Emergency Medical Response","2020-01-21 13:45:54","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011388","San Diego","Emergency Medical Response","2020-01-21 13:45:52","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011385","San Diego","Emergency Medical Response","2020-01-21 13:39:42","CA","92108","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011384","San Diego","Urgent Medical Response","2020-01-21 13:33:45","CA","92122","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011383","San Diego","Urgent Medical Response","2020-01-21 13:33:07","CA","92037","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011382","San Diego","Non-Emergency Medical Response","2020-01-21 13:30:54","CA","92127","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011381","San Diego","Emergency Medical Response","2020-01-21 13:30:38","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011380","San Diego","Emergency Medical Response","2020-01-21 13:27:25","CA","92130","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011379","San Diego","Emergency Medical Response","2020-01-21 13:26:26","CA","92128","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011377","San Diego","Emergency Medical Response","2020-01-21 13:24:49","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011376","San Diego","Emergency Medical Response","2020-01-21 13:23:06","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011375","San Diego","Emergency Medical Response","2020-01-21 13:20:04","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011374","San Diego","Emergency Medical Response","2020-01-21 13:14:13","CA","92123","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011373","San Diego","Emergency Medical Response","2020-01-21 13:12:03","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011370","San Diego","Emergency Medical Response","2020-01-21 13:08:04","CA","92115","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011371","San Diego","HAZARD","2020-01-21 13:07:39","CA","92108","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011369","San Diego","Emergency Medical Response","2020-01-21 13:06:54","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011368","San Diego","Emergency Medical Response","2020-01-21 13:06:53","CA","92117","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011366","San Diego","Emergency Medical Response","2020-01-21 13:05:25","CA","92120","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011367","San Diego","Emergency Medical Response","2020-01-21 13:03:39","CA","92093","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011365","San Diego","Non-Emergency Medical Response","2020-01-21 12:58:48","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011364","San Diego","Emergency Medical Response","2020-01-21 12:56:07","CA","92126","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011363","San Diego","Emergency Medical Response","2020-01-21 12:55:19","CA","92120","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011362","San Diego","Non-Emergency Medical Response","2020-01-21 12:53:22","CA","92113","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011361","San Diego","Non-Emergency Medical Response","2020-01-21 12:50:27","CA","92105","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011360","San Diego","Non-Emergency Medical Response","2020-01-21 12:45:16","CA","92108","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011359","San Diego","Emergency Medical Response","2020-01-21 12:44:32","CA","92127","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011357","San Diego","Emergency Medical Response","2020-01-21 12:43:59","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011356","San Diego","Emergency Medical Response","2020-01-21 12:42:49","CA","92107","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011354","San Diego","Emergency Medical Response","2020-01-21 12:41:21","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011355","San Diego","Emergency Medical Response","2020-01-21 12:40:55","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011353","San Diego","Emergency Medical Response","2020-01-21 12:38:00","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011352","San Diego","Emergency Medical Response","2020-01-21 12:36:45","CA","92114","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011351","San Diego","Urgent Medical Response","2020-01-21 12:34:02","CA","92121","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011350","San Diego","Emergency Medical Response","2020-01-21 12:33:40","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011349","San Diego","Emergency Medical Response","2020-01-21 12:31:53","CA","92129","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011348","San Diego","Emergency Medical Response","2020-01-21 12:29:16","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011346","San Diego","Emergency Medical Response","2020-01-21 12:20:53","CA","92126","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011345","San Diego","Emergency Medical Response","2020-01-21 12:12:42","CA","92103","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011343","San Diego","Urgent Medical Response","2020-01-21 12:06:39","CA","92126","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011342","San Diego","Emergency Medical Response","2020-01-21 12:05:16","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011341","San Diego","Emergency Medical Response","2020-01-21 12:04:38","CA","92130","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011340","San Diego","Emergency Medical Response","2020-01-21 12:02:23","CA","92128","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011339","San Diego","Non-Emergency Medical Response","2020-01-21 11:56:25","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011338","San Diego","Emergency Medical Response","2020-01-21 11:51:24","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011337","San Diego","Emergency Medical Response","2020-01-21 11:49:41","CA","92122","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011336","San Diego","Emergency Medical Response","2020-01-21 11:48:00","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011335","San Diego","Emergency Medical Response","2020-01-21 11:42:27","CA","92123","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011331","San Diego","Emergency Medical Response","2020-01-21 11:35:50","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011332","San Diego","Emergency Medical Response","2020-01-21 11:35:35","CA","92131","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011333","San Diego","Emergency Medical Response","2020-01-21 11:35:24","CA","92111","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011329","San Diego","Emergency Medical Response","2020-01-21 11:31:13","CA","92124","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011327","San Diego","Emergency Medical Response","2020-01-21 11:25:02","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011326","San Diego","Emergency Medical Response","2020-01-21 11:22:40","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011325","San Diego","Emergency Medical Response","2020-01-21 11:21:16","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011324","San Diego","Emergency Medical Response","2020-01-21 11:19:33","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011323","San Diego","Emergency Medical Response","2020-01-21 11:14:55","CA","92101","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011322","San Diego","HAZARD","2020-01-21 11:12:15","CA","92120","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011321","San Diego","Emergency Medical Response","2020-01-21 11:10:58","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011319","San Diego","Emergency Medical Response","2020-01-21 11:10:04","CA","92115","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011318","San Diego","HAZARD","2020-01-21 11:09:37","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011314","San Diego","Emergency Medical Response","2020-01-21 11:04:40","CA","92124","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011316","San Diego","Emergency Medical Response","2020-01-21 11:03:44","CA","92093","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011313","San Diego","Non-Emergency Medical Response","2020-01-21 10:56:56","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011311","San Diego","Emergency Medical Response","2020-01-21 10:50:19","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011309","San Diego","Emergency Medical Response","2020-01-21 10:50:02","CA","92119","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011310","San Diego","Non-Emergency Medical Response","2020-01-21 10:48:40","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011308","San Diego","Emergency Medical Response","2020-01-21 10:46:53","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011305","San Diego","Emergency Medical Response","2020-01-21 10:42:29","CA","92102","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011303","San Diego","Urgent Medical Response","2020-01-21 10:32:33","CA","92110","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011302","San Diego","HAZARD","2020-01-21 10:32:11","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011301","San Diego","Emergency Medical Response","2020-01-21 10:25:46","CA","92014","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011299","San Diego","Emergency Medical Response","2020-01-21 10:21:11","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011296","San Diego","Emergency Medical Response","2020-01-21 10:14:56","CA","92108","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011295","San Diego","Emergency Medical Response","2020-01-21 10:13:39","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011294","San Diego","Emergency Medical Response","2020-01-21 10:11:21","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011292","San Diego","Emergency Medical Response","2020-01-21 10:08:50","CA","92129","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011291","San Diego","Emergency Medical Response","2020-01-21 10:07:42","CA","92101","21","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20011293","San Diego","RESCUE","2020-01-21 10:07:26","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011290","San Diego","Emergency Medical Response","2020-01-21 10:05:23","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011289","San Diego","Emergency Medical Response","2020-01-21 10:00:32","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011286","San Diego","Emergency Medical Response","2020-01-21 09:55:12","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011282","San Diego","Emergency Medical Response","2020-01-21 09:52:42","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011280","San Diego","Emergency Medical Response","2020-01-21 09:50:34","CA","92113","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011279","San Diego","Urgent Medical Response","2020-01-21 09:49:41","CA","92122","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011274","San Diego","Emergency Medical Response","2020-01-21 09:47:02","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011275","San Diego","Emergency Medical Response","2020-01-21 09:46:34","CA","92173","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011272","San Diego","Non-Emergency Medical Response","2020-01-21 09:45:41","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011271","San Diego","Emergency Medical Response","2020-01-21 09:44:07","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011270","San Diego","Emergency Medical Response","2020-01-21 09:43:17","CA","92115","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011268","San Diego","Emergency Medical Response","2020-01-21 09:41:23","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011267","San Diego","Emergency Medical Response","2020-01-21 09:40:37","CA","92128","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011266","San Diego","Emergency Medical Response","2020-01-21 09:35:55","CA","92131","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011265","San Diego","Emergency Medical Response","2020-01-21 09:32:21","CA","92117","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011264","San Diego","Non-Emergency Medical Response","2020-01-21 09:28:44","CA","92126","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011262","San Diego","Urgent Medical Response","2020-01-21 09:20:16","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011261","San Diego","Emergency Medical Response","2020-01-21 09:18:53","CA","92123","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011258","San Diego","Emergency Medical Response","2020-01-21 09:13:57","CA","92124","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011257","San Diego","Emergency Medical Response","2020-01-21 09:10:22","CA","92129","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011256","San Diego","Emergency Medical Response","2020-01-21 09:08:47","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011254","San Diego","Emergency Medical Response","2020-01-21 09:07:18","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011253","San Diego","Emergency Medical Response","2020-01-21 09:02:38","CA","92120","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011252","San Diego","Emergency Medical Response","2020-01-21 09:01:38","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011249","San Diego","Emergency Medical Response","2020-01-21 08:57:07","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011248","San Diego","Emergency Medical Response","2020-01-21 08:54:35","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011247","San Diego","Emergency Medical Response","2020-01-21 08:53:40","CA","92120","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011246","San Diego","Emergency Medical Response","2020-01-21 08:51:29","CA","92126","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011245","San Diego","Non-Emergency Medical Response","2020-01-21 08:48:26","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011244","San Diego","Emergency Medical Response","2020-01-21 08:46:14","CA","92126","21","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20011242","San Diego","RESCUE","2020-01-21 08:45:57","CA","92110","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011243","San Diego","Non-Emergency Medical Response","2020-01-21 08:45:43","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011241","San Diego","Emergency Medical Response","2020-01-21 08:42:40","CA","92114","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011239","San Diego","Non-Emergency Medical Response","2020-01-21 08:41:20","CA","92111","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011238","San Diego","Emergency Medical Response","2020-01-21 08:37:20","CA","92101","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011237","San Diego","Non-Emergency Medical Response","2020-01-21 08:34:46","CA","92122","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011236","San Diego","Urgent Medical Response","2020-01-21 08:32:07","CA","92101","21","1","2020"
"Fire","FIRE","SAN DIEGO","FS20011232","San Diego","FIRE","2020-01-21 08:28:49","CA","92115","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011231","San Diego","Emergency Medical Response","2020-01-21 08:27:58","CA","92116","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011230","San Diego","Emergency Medical Response","2020-01-21 08:26:40","CA","92130","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011229","San Diego","Emergency Medical Response","2020-01-21 08:26:11","CA","92108","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011227","San Diego","Non-Emergency Medical Response","2020-01-21 08:19:58","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011228","San Diego","Emergency Medical Response","2020-01-21 08:18:55","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011226","San Diego","Emergency Medical Response","2020-01-21 08:18:12","CA","92123","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011224","San Diego","Emergency Medical Response","2020-01-21 08:16:53","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011225","San Diego","Emergency Medical Response","2020-01-21 08:16:39","CA","92111","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011223","San Diego","Emergency Medical Response","2020-01-21 08:14:06","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011221","San Diego","Emergency Medical Response","2020-01-21 08:09:19","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011220","San Diego","Emergency Medical Response","2020-01-21 08:00:13","CA","92128","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011219","San Diego","Emergency Medical Response","2020-01-21 07:55:05","CA","92128","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011218","San Diego","Emergency Medical Response","2020-01-21 07:54:43","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011216","San Diego","Emergency Medical Response","2020-01-21 07:48:28","CA","92102","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011217","San Diego","Urgent Medical Response","2020-01-21 07:47:44","CA","92129","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011214","San Diego","Urgent Medical Response","2020-01-21 07:46:09","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011213","San Diego","Emergency Medical Response","2020-01-21 07:45:48","CA","92139","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011212","San Diego","Emergency Medical Response","2020-01-21 07:42:43","CA","92117","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011210","San Diego","Emergency Medical Response","2020-01-21 07:33:09","CA","92108","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011211","San Diego","Emergency Medical Response","2020-01-21 07:32:31","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011209","San Diego","Emergency Medical Response","2020-01-21 07:31:54","CA","92116","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011208","San Diego","Emergency Medical Response","2020-01-21 07:27:17","CA","92103","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011207","San Diego","Urgent Medical Response","2020-01-21 07:26:32","CA","92173","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011205","San Diego","Emergency Medical Response","2020-01-21 07:20:34","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011204","San Diego","Emergency Medical Response","2020-01-21 07:16:46","CA","92105","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011203","San Diego","Urgent Medical Response","2020-01-21 07:15:43","CA","92126","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011202","San Diego","Urgent Medical Response","2020-01-21 07:14:57","CA","92115","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011201","San Diego","Urgent Medical Response","2020-01-21 07:12:30","CA","92124","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011200","San Diego","Emergency Medical Response","2020-01-21 07:10:39","CA","92113","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011199","San Diego","Urgent Medical Response","2020-01-21 07:02:46","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011198","San Diego","Emergency Medical Response","2020-01-21 07:00:58","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011197","San Diego","Emergency Medical Response","2020-01-21 06:59:26","CA","92117","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011196","San Diego","Urgent Medical Response","2020-01-21 06:45:09","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011195","San Diego","Emergency Medical Response","2020-01-21 06:44:13","CA","92131","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011194","San Diego","Emergency Medical Response","2020-01-21 06:39:25","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011193","San Diego","Emergency Medical Response","2020-01-21 06:38:04","CA","92107","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011192","San Diego","Emergency Medical Response","2020-01-21 06:35:41","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011191","San Diego","Emergency Medical Response","2020-01-21 06:27:13","CA","92105","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011190","San Diego","Urgent Medical Response","2020-01-21 06:24:43","CA","92173","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011189","San Diego","Urgent Medical Response","2020-01-21 06:18:58","CA","92109","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011188","San Diego","Emergency Medical Response","2020-01-21 06:10:00","CA","92108","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011187","San Diego","Emergency Medical Response","2020-01-21 06:07:03","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011186","San Diego","Emergency Medical Response","2020-01-21 05:52:26","CA","92103","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011185","San Diego","HAZARD","2020-01-21 05:47:55","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011184","San Diego","Emergency Medical Response","2020-01-21 05:42:38","CA","92130","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011183","San Diego","Emergency Medical Response","2020-01-21 05:32:39","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011181","San Diego","Emergency Medical Response","2020-01-21 05:30:12","CA","92107","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011180","San Diego","Emergency Medical Response","2020-01-21 05:25:16","CA","92114","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011179","San Diego","Emergency Medical Response","2020-01-21 05:21:02","CA","92119","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011178","San Diego","Emergency Medical Response","2020-01-21 05:19:50","CA","92129","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011177","San Diego","Emergency Medical Response","2020-01-21 04:58:53","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011176","San Diego","Emergency Medical Response","2020-01-21 04:56:14","CA","92126","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011175","San Diego","Emergency Medical Response","2020-01-21 04:44:40","CA","92101","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011173","San Diego","Urgent Medical Response","2020-01-21 04:36:55","CA","92115","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011172","San Diego","Non-Emergency Medical Response","2020-01-21 04:31:11","CA","92101","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011171","San Diego","Non-Emergency Medical Response","2020-01-21 04:29:44","CA","92113","21","1","2020"
